,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme
756,11/12,Admir Mehmedi,66058,20,Schweiz,FC Zürich,260,Dynamo Kiew,338,Ukraine,"3,50 Mio. €"
757,11/12,Carlos Silvio,38192,26,Brasilien,FC Zürich,260,1.FC Union Berlin,89,Deutschland,500 Tsd. €
758,11/12,Dusan Predrag Djuric,30700,27,Schweden,FC Zürich,260,FC Valenciennes,1423,Frankreich,500 Tsd. €
759,11/12,Alexandre Alphonse,22814,29,Guadeloupe,FC Zürich,260,Stade Brest 29,3911,Frankreich,500 Tsd. €
760,11/12,Xavier Margairaz,9554,27,Schweiz,FC Zürich,260,FC Sion,321,Schweiz,375 Tsd. €
761,11/12,Tito Tarchini,61409,21,Schweiz,FC Zürich,260,FC Chiasso,510,Schweiz,ablösefrei
762,11/12,Florian Stahel,21462,26,Schweiz,FC Zürich,260,FC Luzern,434,Schweiz,?
763,11/12,Giorgi Ivanishvili,66033,22,Georgien,FC Zürich,260,AC Bellinzona,2047,Schweiz,?
764,11/12,Henri Bienvenu,65921,23,Kamerun,BSC Young Boys,452,Fenerbahce,36,Türkei,"4,00 Mio. €"
765,11/12,Senad Lulic,61449,25,Bosnien-Herzegowina,BSC Young Boys,452,Lazio Rom,398,Italien,"3,25 Mio. €"
766,11/12,Thierry Doubai,52027,23,Elfenbeinküste,BSC Young Boys,452,Udinese Calcio,410,Italien,"2,00 Mio. €"
767,11/12,Lucien Dénervaud,64767,25,Schweiz,BSC Young Boys,452,FC Fribourg,1288,Schweiz,ablösefrei
768,11/12,Emiliano Dudar,53887,30,Argentinien,BSC Young Boys,452,D.C. United,2440,Vereinigte Staaten,ablösefrei
769,11/12,Aron Liechti,32458,25,Schweiz,BSC Young Boys,452,FC Biel-Bienne,2155,Schweiz,ablösefrei
770,11/12,Giuseppe Morello,19256,25,Schweiz,BSC Young Boys,452,FC Biel-Bienne,2155,Schweiz,ablösefrei
771,11/12,Xavier Hochstrasser,40813,23,Schweiz,BSC Young Boys,452,FC Luzern,434,Schweiz,?
772,11/12,Marco Schneuwly,21625,26,Schweiz,BSC Young Boys,452,FC Thun,938,Schweiz,?
773,11/12,Giovanni Sio,76293,22,Elfenbeinküste,FC Sion,321,VfL Wolfsburg,82,Deutschland,"5,80 Mio. €"
774,11/12,Álvaro Domínguez,52566,30,Kolumbien,FC Sion,321,Samsunspor,152,Türkei,300 Tsd. €
775,11/12,Stefan Glarner,44661,24,Schweiz,FC Sion,321,FC Zürich,260,Schweiz,50 Tsd. €
776,11/12,Gilles Levrand,65090,23,Schweiz,FC Sion,321,FC Baulmes,5259,Schweiz,ablösefrei
777,11/12,Billy Ketkeophomphone,134712,21,Laos,FC Sion,321,FC Tours,3161,Frankreich,ablösefrei
778,11/12,Yacoub Meité,88401,21,Elfenbeinküste,FC Sion,321,FC Tours,3161,Frankreich,ablösefrei
779,11/12,Nicolas Marin,5439,30,Frankreich,FC Sion,321,FC Lausanne-Sport,527,Schweiz,ablösefrei
780,11/12,Mohamed Traoré,133075,23,Mali,FC Sion,321,Ismaily SC,3595,Ägypten,?
781,11/12,Darío Lezcano,80031,21,Paraguay,FC Thun,938,FC Luzern,434,Schweiz,850 Tsd. €
782,11/12,Timm Klose,65255,23,Schweiz,FC Thun,938,1.FC Nürnberg,4,Deutschland,400 Tsd. €
783,11/12,Stephan Andrist,59991,23,Schweiz,FC Thun,938,FC Basel 1893,26,Schweiz,240 Tsd. €
784,11/12,Stefan Glarner,44661,23,Schweiz,FC Thun,938,FC Sion,321,Schweiz,ablösefrei
785,11/12,Markus Neumayr,3391,25,Deutschland,FC Thun,938,AC Bellinzona,2047,Schweiz,ablösefrei
786,11/12,Dudu,80581,26,Brasilien,FC Thun,938,São Carlos Futebol Clube (SP),21719,Brasilien,ablösefrei
787,11/12,Nick Proschwitz,31535,24,Deutschland,FC Thun,938,FC Luzern,434,Schweiz,?
788,11/12,Nick Proschwitz,31535,24,Deutschland,FC Luzern,434,SC Paderborn 07,127,Deutschland,"1,00 Mio. €"
789,11/12,Dusan Veskovac,28705,25,Serbien,FC Luzern,434,BSC Young Boys,452,Schweiz,160 Tsd. €
790,11/12,Cristian Ianu,19908,28,Rumänien,FC Luzern,434,FC Sion,321,Schweiz,50 Tsd. €
791,11/12,Elsad Zverotic,25542,24,Montenegro,FC Luzern,434,BSC Young Boys,452,Schweiz,ablösefrei
792,11/12,João Paiva,24832,28,Portugal,FC Luzern,434,Grasshopper Club Zürich,504,Schweiz,ablösefrei
793,11/12,Christophe Lambert,32748,24,Schweiz,FC Luzern,434,AC Bellinzona,2047,Schweiz,ablösefrei
794,11/12,Hakan Yakin,1054,34,Schweiz,FC Luzern,434,AC Bellinzona,2047,Schweiz,ablösefrei
795,11/12,Innocent Emeghara,66022,22,Schweiz,Grasshopper Club Zürich,504,FC Lorient,1158,Frankreich,"2,50 Mio. €"
796,11/12,Kay Voser,40140,24,Schweiz,Grasshopper Club Zürich,504,FC Basel 1893,26,Schweiz,ablösefrei
797,11/12,Mario Frick,21755,36,Liechtenstein,Grasshopper Club Zürich,504,FC Balzers,5374,Schweiz,ablösefrei
798,11/12,Swen König,7141,25,Schweiz,Grasshopper Club Zürich,504,AC Bellinzona,2047,Schweiz,ablösefrei
799,11/12,Veroljub Salatic,9934,25,Schweiz,Grasshopper Club Zürich,504,Omonia Nikosia,829,Zypern,ablösefrei
800,11/12,Guillermo Vallori,52587,29,Spanien,Grasshopper Club Zürich,504,TSV 1860 München,72,Deutschland,ablösefrei
801,11/12,Enzo Ruiz,74246,22,Uruguay,Grasshopper Club Zürich,504,AC Bellinzona,2047,Schweiz,ablösefrei
802,11/12,Alessandro Riedle,86506,19,Deutschland,Grasshopper Club Zürich,504,AC Bellinzona,2047,Schweiz,?
803,11/12,Vullnet Basha,56324,21,Albanien,Grasshopper Club Zürich,504,Neuchâtel Xamax FCS,625,Schweiz,?
804,11/12,Freddy Mveng,134618,19,Schweiz,Neuchâtel Xamax FCS,625,BSC Young Boys,452,Schweiz,650 Tsd. €
805,11/12,Mickaël Facchinetti,79392,20,Schweiz,Neuchâtel Xamax FCS,625,FC Lugano,2790,Schweiz,ablösefrei
806,11/12,Stéphane Besle,22393,27,Frankreich,Neuchâtel Xamax FCS,625,FC Metz,347,Frankreich,ablösefrei
807,11/12,Vincent Bikana,148655,19,Kamerun,Neuchâtel Xamax FCS,625,Petrolul Ploiesti,9465,Rumänien,ablösefrei
808,11/12,Vullnet Basha,56324,21,Albanien,Neuchâtel Xamax FCS,625,FC Sion,321,Schweiz,ablösefrei
809,11/12,Sébastien Wüthrich,52744,21,Schweiz,Neuchâtel Xamax FCS,625,FC Sion,321,Schweiz,ablösefrei
810,11/12,Kalu Uche,6585,29,Nigeria,Neuchâtel Xamax FCS,625,Espanyol Barcelona,714,Spanien,ablösefrei
811,11/12,Víctor Sánchez,63290,24,Spanien,Neuchâtel Xamax FCS,625,Espanyol Barcelona,714,Spanien,ablösefrei
812,11/12,Luca Ferro,33751,32,Italien,Neuchâtel Xamax FCS,625,Yverdon Sport FC,322,Schweiz,ablösefrei
813,11/12,Paíto,16118,29,Mosambik,Neuchâtel Xamax FCS,625,FC Vaslui,8174,Rumänien,ablösefrei
814,11/12,Shkëlzen Gashi,32704,23,Albanien,Neuchâtel Xamax FCS,625,FC Aarau,116,Schweiz,ablösefrei
815,11/12,Max Veloso,119627,19,Schweiz,Neuchâtel Xamax FCS,625,FC Sion,321,Schweiz,ablösefrei
816,11/12,David Navarro,7568,31,Spanien,Neuchâtel Xamax FCS,625,UD Levante,3368,Spanien,ablösefrei
817,11/12,Nabil Souni,69492,19,Algerien,Neuchâtel Xamax FCS,625,FC Sion U21,8508,Schweiz,ablösefrei
818,11/12,Maxime Brenet,155406,19,Frankreich,Neuchâtel Xamax FCS,625,FC Serrières NE,5498,Schweiz,ablösefrei
819,11/12,Simon Chatagny,193326,19,Schweiz,Neuchâtel Xamax FCS,625,FC Fribourg,1288,Schweiz,ablösefrei
820,11/12,Raphaël Nuzzolo,32574,27,Schweiz,Neuchâtel Xamax FCS,625,BSC Young Boys,452,Schweiz,ablösefrei
821,11/12,Julien Bize,179794,20,Schweiz,Neuchâtel Xamax FCS,625,FC Fribourg,1288,Schweiz,ablösefrei
822,11/12,Fausto Lourenço,86750,24,Portugal,Neuchâtel Xamax FCS,625,Leixões SC,3345,Portugal,ablösefrei
823,11/12,Abdulla Fatadi,63314,25,Bahrain,Neuchâtel Xamax FCS,625,Al-Jahra SC,32704,Kuwait,?
824,11/12,Franck Etoundi,140597,20,Kamerun,Neuchâtel Xamax FCS,625,FC St. Gallen 1879,257,Schweiz,?
825,11/12,Frédéric Page,4060,32,Schweiz,Neuchâtel Xamax FCS,625,FC Lausanne-Sport,527,Schweiz,?
826,11/12,Admir Aganovic,47115,25,Bosnien-Herzegowina,Neuchâtel Xamax FCS,625,Syrianska FC,7406,Schweden,?
827,11/12,Gerard Gohou,141796,22,Ruanda,Neuchâtel Xamax FCS,625,Denizlispor,833,Türkei,?
828,11/12,Geoffrey Tréand,43684,25,Frankreich,Neuchâtel Xamax FCS,625,FC Sion,321,Schweiz,?
829,11/12,Federico Almerares,39113,26,Argentinien,Neuchâtel Xamax FCS,625,CA Belgrano,2417,Argentinien,?
830,11/12,Ibrahima Niasse,79423,23,Senegal,Neuchâtel Xamax FCS,625,FK Inter Baku,8956,Aserbaidschan,?
831,11/12,Abdullah Omar,63319,24,Bahrain,Neuchâtel Xamax FCS,625,Malkiya Club,13511,Bahrain,?
832,11/12,Bigambo Rochat,71036,20,Schweiz,FC Lausanne-Sport,527,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
833,11/12,Nicolas Marin,5439,31,Frankreich,FC Lausanne-Sport,527,Dubai Cultural Sports Club (- 2017),9710,Vereinigte Arabische Emirate,ablösefrei
834,11/12,Dadie Mayila,64720,21,Schweiz,FC Lausanne-Sport,527,Yverdon Sport FC,322,Schweiz,ablösefrei
835,11/12,Martin Steuble,79434,23,Philippinen,FC Lausanne-Sport,527,FC Wohlen,1978,Schweiz,ablösefrei
836,11/12,Benoît Bryand,168746,19,Schweiz,FC Lausanne-Sport,527,FC Stade Nyonnais,5507,Schweiz,ablösefrei
837,11/12,Mickael Castejon,51326,26,Frankreich,FC Lausanne-Sport,527,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
838,11/12,Abdul Carrupt,24987,25,Schweiz,FC Lausanne-Sport,527,FC Stade Nyonnais,5507,Schweiz,ablösefrei
839,11/12,Rodrigo Tosi,57089,28,Brasilien,FC Lausanne-Sport,527,Tractor Sazi FC,12935,Iran,ablösefrei
840,11/12,Dylan Stadelmann,62676,22,Schweiz,FC Lausanne-Sport,527,FC Stade Nyonnais,5507,Schweiz,?
841,11/12,Ridge Munsy,51497,21,Schweiz,FC Lausanne-Sport,527,SC Kriens,2074,Schweiz,?
842,11/12,Matias Vitkieviez,43561,26,Schweiz,Servette FC,61,BSC Young Boys,452,Schweiz,110 Tsd. €
843,11/12,Loic Novelle,61454,21,Schweiz,Servette FC,61,CS Chênois,4536,Schweiz,ablösefrei
844,11/12,David Marques,43669,22,Schweiz,Servette FC,61,FC Stade Nyonnais,5507,Schweiz,ablösefrei
845,11/12,Artrit Ajdini,156923,19,Schweiz,Servette FC,61,Etoile Carouge FC,1292,Schweiz,ablösefrei
846,11/12,Carlos Varela,2890,33,Schweiz,Servette FC,61,FC Wohlen,1978,Schweiz,ablösefrei
847,11/12,Steve Katana,64662,21,Schweiz,Servette FC,61,Meyrin FC,2833,Schweiz,ablösefrei
848,11/12,Christophe Guedes,129680,18,Schweiz,Servette FC,61,FC Sion,321,Schweiz,?
849,11/12,Tozé Marreco,57226,23,Portugal,Servette FC,61,CF União Madeira (-2021),976,Portugal,?
850,11/12,Abdoulaye Fall,70356,22,Senegal,Servette FC,61,CD Badajoz 1905,2923,Spanien,?
851,12/13,Xherdan Shaqiri,86792,20,Schweiz,FC Basel 1893,26,FC Bayern München,27,Deutschland,"11,80 Mio. €"
852,12/13,Granit Xhaka,111455,19,Schweiz,FC Basel 1893,26,Borussia Mönchengladbach,18,Deutschland,"8,50 Mio. €"
853,12/13,Marcel Herzog,2884,32,Schweiz,FC Basel 1893,26,FC St. Gallen 1879,257,Schweiz,ablösefrei
854,12/13,David Abraham,58178,25,Argentinien,FC Basel 1893,26,FC Getafe,3709,Spanien,ablösefrei
855,12/13,Fwayo Tembo,66313,23,Sambia,FC Basel 1893,26,Astra Giurgiu,13499,Rumänien,ablösefrei
856,12/13,Scott Chipperfield,2894,36,Australien,FC Basel 1893,26,FC Aesch,17435,Schweiz,ablösefrei
857,12/13,Radoslav Kovac,9702,33,Tschechien,FC Basel 1893,26,FC Slovan Liberec,697,Tschechien,?
858,12/13,Thomas Prager,21463,26,Österreich,FC Luzern,434,SK Rapid Wien,170,Österreich,30 Tsd. €
859,12/13,Burim Kukeli,65418,28,Albanien,FC Luzern,434,FC Zürich,260,Schweiz,ablösefrei
860,12/13,Moshe Ohayon,48479,29,Israel,FC Luzern,434,Anorthosis Famagusta,3899,Zypern,ablösefrei
861,12/13,Oliver Strohhammer,166304,21,Schweiz,FC Luzern,434,FC Ebikon,7495,Schweiz,ablösefrei
862,12/13,Nelson Ferreira,4876,30,Schweiz,FC Luzern,434,FC Thun,938,Schweiz,?
863,12/13,Emmanuel Mayuka,55709,21,Sambia,BSC Young Boys,452,FC Southampton,180,England,"4,00 Mio. €"
864,12/13,Raúl Bobadilla,51356,25,Paraguay,BSC Young Boys,452,FC Basel 1893,26,Schweiz,"3,00 Mio. €"
865,12/13,David Degen,4911,29,Schweiz,BSC Young Boys,452,FC Basel 1893,26,Schweiz,600 Tsd. €
866,12/13,Juhani Ojala,88257,23,Finnland,BSC Young Boys,452,Terek Grozny,3725,Russland,500 Tsd. €
867,12/13,Ammar Jemal,66319,25,Tunesien,BSC Young Boys,452,Club Africain Tunis,819,Tunesien,166 Tsd. €
868,12/13,Hrvoje Bukovski,74289,20,Kroatien,BSC Young Boys,452,FC Kreuzlingen,2772,Schweiz,ablösefrei
869,12/13,Kevin Mbabu,183321,17,Schweiz,Servette FC,61,Newcastle United,762,England,"1,00 Mio. €"
870,12/13,Stéphane Nater,66061,28,Tunesien,Servette FC,61,FC St. Gallen 1879,257,Schweiz,ablösefrei
871,12/13,Carlos Saleiro,45368,26,Portugal,Servette FC,61,Académica Coimbra,2990,Portugal,ablösefrei
872,12/13,Mobulu M'Futi,4800,30,Schweiz,Servette FC,61,FC Stade Nyonnais,5507,Schweiz,?
873,12/13,Fábio Monteiro,144116,22,Portugal,Servette FC,61,Urania Genève Sport,5500,Schweiz,?
874,12/13,Anatole Ngamukol,71355,24,Frankreich,FC Thun,938,Grasshopper Club Zürich,504,Schweiz,800 Tsd. €
875,12/13,David Da Costa,17302,26,Schweiz,FC Thun,938,FC Zürich,260,Schweiz,380 Tsd. €
876,12/13,Dragan Djukic,38391,24,Schweiz,FC Thun,938,SC YF Juventus Zürich,2395,Schweiz,ablösefrei
877,12/13,Steven Rüegg,108799,22,Schweiz,FC Thun,938,FC Dürrenast,9062,Schweiz,?
878,12/13,Adrian Nikci,63384,22,Schweiz,FC Zürich,260,Hannover 96,42,Deutschland,600 Tsd. €
879,12/13,Remo Staubli,33020,23,Schweiz,FC Zürich,260,FC Aarau,116,Schweiz,100 Tsd. €
880,12/13,Johnny Leoni,13326,28,Schweiz,FC Zürich,260,Omonia Nikosia,829,Zypern,ablösefrei
881,12/13,Ramazotti,128833,23,Brasilien,FC Zürich,260,Gil Vicente FC,2424,Portugal,ablösefrei
882,12/13,Chaker Zouaghi,43405,27,Tunesien,FC Zürich,260,Esperance Tunis,3342,Tunesien,ablösefrei
883,12/13,Heinz Barmettler,38124,24,Dominikanische Republik,FC Zürich,260,FK Inter Baku,8956,Aserbaidschan,ablösefrei
884,12/13,Silvan Aegerter,4869,32,Schweiz,FC Zürich,260,FC Lugano,2790,Schweiz,ablösefrei
885,12/13,René Borkovic,66011,21,Schweiz,FC Zürich,260,AC Bellinzona,2047,Schweiz,?
886,12/13,Fabio Coltorti,10250,31,Schweiz,FC Lausanne-Sport,527,RasenBallsport Leipzig,23826,Deutschland,ablösefrei
887,12/13,Néstor Susaeta,51488,27,Spanien,FC Lausanne-Sport,527,CD Guadalajara ,16576,Spanien,ablösefrei
888,12/13,Alexandre Veuthey,149494,19,Schweiz,FC Lausanne-Sport,527,FC Stade Nyonnais,5507,Schweiz,ablösefrei
889,12/13,Gaël N'Lundulu,177913,20,Frankreich,FC Lausanne-Sport,527,Chernomorets 1919 Burgas,4494,Bulgarien,ablösefrei
890,12/13,Nicolas Gétaz,129642,21,Schweiz,FC Lausanne-Sport,527,FC Vaduz,163,Schweiz,?
891,12/13,Nélson Borges,145814,19,Portugal,FC Lausanne-Sport,527,FC Prilly Sports,51724,Schweiz,?
892,12/13,Frédéric Page,4060,33,Schweiz,FC Lausanne-Sport,527,Neuchâtel Xamax FCS,625,Schweiz,?
893,12/13,Thierno Bah,4816,29,Guinea,FC Lausanne-Sport,527,Al-Taawoun FC,28844,Saudi-Arabien,?
894,12/13,Baptiste Buntschu,92705,22,Schweiz,FC Lausanne-Sport,527,FC Fribourg,1288,Schweiz,?
895,12/13,Marko Muslin,19717,27,Frankreich,FC Lausanne-Sport,527,FC Wil 1900,850,Schweiz,?
896,12/13,Raphael Spiegel,111428,19,Schweiz,Grasshopper Club Zürich,504,West Ham United,379,England,400 Tsd. €
897,12/13,Endogan Adili,147035,18,Schweiz,Grasshopper Club Zürich,504,FC Basel 1893,26,Schweiz,ablösefrei
898,12/13,Daniël de Ridder,15894,28,Niederlande,Grasshopper Club Zürich,504,SC Heerenveen,306,Niederlande,ablösefrei
899,12/13,Gianluca D'Angelo,73020,21,Schweiz,Grasshopper Club Zürich,504,AC Bellinzona,2047,Schweiz,ablösefrei
900,12/13,Davor Landeka,38496,27,Bosnien-Herzegowina,Grasshopper Club Zürich,504,NK Siroki Brijeg,1242,Bosnien-Herzegowina,ablösefrei
901,12/13,Davide Callà,4774,27,Schweiz,Grasshopper Club Zürich,504,FC Aarau,116,Schweiz,ablösefrei
902,12/13,Sehar Fejzulahi,25437,27,Schweiz,Grasshopper Club Zürich,504,FC Aarau,116,Schweiz,ablösefrei
903,12/13,Paulinho,12034,29,Brasilien,Grasshopper Club Zürich,504,FC Lugano,2790,Schweiz,ablösefrei
904,12/13,Bruno Bertucci,101666,22,Brasilien,Grasshopper Club Zürich,504,Neftchi Baku,8031,Aserbaidschan,?
905,12/13,Charyl Chappuis,111417,21,Thailand,Grasshopper Club Zürich,504,Buriram United,25449,Thailand,?
906,12/13,Geoffroy Serey Dié,77708,28,Elfenbeinküste,FC Sion,321,FC Basel 1893,26,Schweiz,"1,10 Mio. €"
907,12/13,Mario Mutsch,40878,27,Luxemburg,FC Sion,321,FC St. Gallen 1879,257,Schweiz,50 Tsd. €
908,12/13,Ferrugem,28543,31,Brasilien,FC Sion,321,FC Lausanne-Sport,527,Schweiz,ablösefrei
909,12/13,Geoffrey Tréand,43684,26,Frankreich,FC Sion,321,Servette FC,61,Schweiz,?
910,12/13,Adailton,18699,29,Brasilien,FC Sion,321,Henan Jianye,9982,China,?
911,12/13,Christophe Guedes,129680,19,Schweiz,FC Sion,321,Servette FC U21,25526,Schweiz,?
912,12/13,Guilherme Afonso,25521,26,Angola,FC Sion,321,FC Vaduz,163,Schweiz,?
913,12/13,Nico Abegglen,65956,23,Schweiz,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,ablösefrei
914,12/13,Simon Roduner,37880,27,Schweiz,FC St. Gallen 1879,257,SV Höngg,14247,Schweiz,ablösefrei
915,12/13,Brice Owona,127758,23,Kamerun,FC St. Gallen 1879,257,GC Biaschesi,4771,Schweiz,ablösefrei
916,12/13,Bruno Valente,4806,30,Portugal,FC St. Gallen 1879,257,FC Fribourg,1288,Schweiz,ablösefrei
917,12/13,Tim Bakens,12117,29,Niederlande,FC St. Gallen 1879,257,SC Cambuur Leeuwarden,133,Niederlande,ablösefrei
918,12/13,Germano Vailati,20104,31,Schweiz,FC St. Gallen 1879,257,FC Basel 1893,26,Schweiz,ablösefrei
919,12/13,Philipp Muntwiler,38007,25,Schweiz,FC St. Gallen 1879,257,FC Luzern,434,Schweiz,ablösefrei
920,12/13,Átila,142007,22,Brasilien,FC St. Gallen 1879,257,Independente Futebol Clube (SP),34153,Brasilien,?
921,13/14,Mohamed Salah,148455,21,Ägypten,FC Basel 1893,26,FC Chelsea,631,England,"16,50 Mio. €"
922,13/14,Aleksandar Dragovic,59032,22,Österreich,FC Basel 1893,26,Dynamo Kiew,338,Ukraine,"10,00 Mio. €"
923,13/14,Raúl Bobadilla,51356,26,Paraguay,FC Basel 1893,26,FC Augsburg,167,Deutschland,"1,50 Mio. €"
924,13/14,Ju-ho Park,111900,26,Südkorea,FC Basel 1893,26,1.FSV Mainz 05,39,Deutschland,"1,15 Mio. €"
925,13/14,Jacques Zoua,106181,21,Kamerun,FC Basel 1893,26,Hamburger SV,41,Deutschland,600 Tsd. €
926,13/14,Gilles Yapi,13105,31,Elfenbeinküste,FC Basel 1893,26,Dubai Cultural Sports Club (- 2017),9710,Vereinigte Arabische Emirate,ablösefrei
927,13/14,Marco Aratore,86788,22,Schweiz,FC Basel 1893,26,FC Winterthur,242,Schweiz,ablösefrei
928,13/14,Genséric Kusunga,39533,25,Angola,FC Basel 1893,26,Oldham Athletic,1078,England,ablösefrei
929,13/14,Markus Steinhöfer,16726,27,Deutschland,FC Basel 1893,26,Real Betis Sevilla,150,Spanien,ablösefrei
930,13/14,Cabral,33046,24,Schweiz,FC Basel 1893,26,AFC Sunderland,289,England,ablösefrei
931,13/14,Stephan Andrist,59991,26,Schweiz,FC Basel 1893,26,FC Aarau,116,Schweiz,?
932,13/14,Davide Callà,4774,29,Schweiz,FC Aarau,116,FC Basel 1893,26,Schweiz,650 Tsd. €
933,13/14,Predrag Pribanovic,167183,21,Schweiz,FC Aarau,116,FC Baden 1897,747,Schweiz,ablösefrei
934,13/14,David Marazzi,6659,29,Schweiz,FC Aarau,116,Servette FC,61,Schweiz,?
935,13/14,Óscar Scarione,47011,27,Argentinien,FC St. Gallen 1879,257,Kasimpasa,10484,Türkei,"2,80 Mio. €"
936,13/14,Manuel Sutter,59140,22,Österreich,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,ablösefrei
937,13/14,Pa Modou,66449,23,Gambia,FC St. Gallen 1879,257,FC Sion,321,Schweiz,ablösefrei
938,13/14,Franck Etoundi,140597,22,Kamerun,FC St. Gallen 1879,257,FC Zürich,260,Schweiz,ablösefrei
939,13/14,Marco Hämmerli,4775,28,Schweiz,FC St. Gallen 1879,257,FC Tuggen,3303,Schweiz,ablösefrei
940,13/14,Igor Tadic,65672,26,Schweiz,FC St. Gallen 1879,257,Servette FC,61,Schweiz,ablösefrei
941,13/14,Mario Schönenberger,6679,27,Schweiz,FC St. Gallen 1879,257,FC Wohlen,1978,Schweiz,ablösefrei
942,13/14,Juho Mäkelä,26223,30,Finnland,FC St. Gallen 1879,257,IFK Mariehamn,6017,Finnland,ablösefrei
943,13/14,Josip Drmic,140579,20,Schweiz,FC Zürich,260,1.FC Nürnberg,4,Deutschland,"2,20 Mio. €"
944,13/14,André Gonçalves,111418,21,Schweiz,FC Zürich,260,FC Schaffhausen,1277,Schweiz,ablösefrei
945,13/14,Milan Gajic,46928,26,Serbien,FC Zürich,260,BSC Young Boys,452,Schweiz,ablösefrei
946,13/14,Kyle Lafferty,36884,25,Nordirland,FC Sion,321,US Palermo,458,Italien,"2,60 Mio. €"
947,13/14,Yannick N'Djeng,174946,23,Kamerun,FC Sion,321,Esperance Tunis,3342,Tunesien,"1,00 Mio. €"
948,13/14,Oussama Darragi,89687,26,Tunesien,FC Sion,321,Esperance Tunis,3342,Tunesien,400 Tsd. €
949,13/14,Danilo,41037,26,Brasilien,FC Sion,321,Zorya Lugansk,10690,Ukraine,300 Tsd. €
950,13/14,Aleksandar Prijovic,61505,23,Serbien,FC Sion,321,Djurgårdens IF,1044,Schweden,200 Tsd. €
951,13/14,Fabrizio Zambrella,10060,27,Schweiz,FC Sion,321,FC Lausanne-Sport,527,Schweiz,ablösefrei
952,13/14,Alberto Regazzoni,20100,30,Schweiz,FC Sion,321,FC Chiasso,510,Schweiz,ablösefrei
953,13/14,Joaquim Adão,122205,21,Angola,FC Sion,321,Progresso do Sambizanga,35308,Angola,ablösefrei
954,13/14,Dragan Mrdja,19716,29,Serbien,FC Sion,321,Roter Stern Belgrad,159,Serbien,ablösefrei
955,13/14,Karim Yoda,61464,24,Frankreich,FC Sion,321,Astra Giurgiu,13499,Rumänien,ablösefrei
956,13/14,Didier Crettenand,20076,27,Schweiz,FC Sion,321,Servette FC,61,Schweiz,?
957,13/14,José Goncalves,20460,28,Portugal,FC Sion,321,New England Revolution,626,Vereinigte Staaten,?
958,13/14,Freddy Mveng,134618,21,Schweiz,FC Sion,321,FC Lausanne-Sport,527,Schweiz,?
959,13/14,Marijan Urtic,127468,22,Kroatien,FC Luzern,434,SC Kriens,2074,Schweiz,ablösefrei
960,13/14,Dejan Sorgic,65442,23,Schweiz,FC Luzern,434,FC Schaffhausen,1277,Schweiz,ablösefrei
961,13/14,Mario Bühler,166375,21,Schweiz,FC Luzern,434,FC Wohlen,1978,Schweiz,?
962,13/14,Nico Siegrist,110358,22,Schweiz,FC Luzern,434,FC Biel-Bienne,2155,Schweiz,?
963,13/14,Philipp Muntwiler,38007,26,Schweiz,FC Luzern,434,FC Vaduz,163,Schweiz,?
964,13/14,Alexander Farnerud,10255,29,Schweden,BSC Young Boys,452,FC Turin,416,Italien,"1,80 Mio. €"
965,13/14,Dusan Veskovac,28705,27,Serbien,BSC Young Boys,452,FC Toulouse,415,Frankreich,800 Tsd. €
966,13/14,Roman Bürki,59027,22,Schweiz,BSC Young Boys,452,Grasshopper Club Zürich,504,Schweiz,600 Tsd. €
967,13/14,François Affolter,87268,22,Schweiz,BSC Young Boys,452,FC Luzern,434,Schweiz,500 Tsd. €
968,13/14,Elsad Zverotic,25542,26,Montenegro,BSC Young Boys,452,FC Fulham,931,England,400 Tsd. €
969,13/14,Alain Nef,4945,31,Schweiz,BSC Young Boys,452,FC Zürich,260,Schweiz,200 Tsd. €
970,13/14,Alexandre Pasche,61487,22,Schweiz,BSC Young Boys,452,Servette FC,61,Schweiz,ablösefrei
971,13/14,Ivan Benito,3383,36,Schweiz,BSC Young Boys,452,FC Wohlen,1978,Schweiz,ablösefrei
972,13/14,Adriano De Pierro,115188,22,Schweiz,BSC Young Boys,452,FC Lausanne-Sport,527,Schweiz,?
973,13/14,Christian Schneuwly,52556,25,Schweiz,BSC Young Boys,452,FC Thun,938,Schweiz,?
974,13/14,Steven Zuber,68033,21,Schweiz,Grasshopper Club Zürich,504,ZSKA Moskau,2410,Russland,"3,60 Mio. €"
975,13/14,Izet Hajrovic,74996,22,Bosnien-Herzegowina,Grasshopper Club Zürich,504,Galatasaray,141,Türkei,"3,50 Mio. €"
976,13/14,Milan Vilotic,46707,27,Serbien,Grasshopper Club Zürich,504,BSC Young Boys,452,Schweiz,"2,90 Mio. €"
977,13/14,João Paiva,24832,30,Portugal,Grasshopper Club Zürich,504,FC Wohlen,1978,Schweiz,ablösefrei
978,13/14,Remo Freuler,148252,21,Schweiz,Grasshopper Club Zürich,504,FC Winterthur,242,Schweiz,?
979,13/14,Mohamed Coulibaly,74607,24,Senegal,Grasshopper Club Zürich,504,AFC Bournemouth,989,England,?
