,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme
1201,16/17,Matteo Fedele,111438,23,Schweiz,FC Sion,321,Carpi FC 1909,4102,Italien,250 Tsd. €
1202,16/17,Vilmos Vanczák,22709,33,Ungarn,FC Sion,321,Puskás Akadémia FC,37169,Ungarn,ablösefrei
1203,16/17,Theofanis Gekas,16402,36,Griechenland,FC Sion,321,Sivasspor,2381,Türkei,ablösefrei
1204,16/17,Ivan Djoric,380097,21,Serbien,FC Sion,321,FK Radnik Surdulica,33328,Serbien,ablösefrei
1205,16/17,Xavier Kouassi,132587,26,Elfenbeinküste,FC Sion,321,New England Revolution,626,Vereinigte Staaten,ablösefrei
1206,16/17,Andris Vanins,15403,36,Lettland,FC Sion,321,FC Zürich,260,Schweiz,ablösefrei
1207,16/17,Vincent Rüfli,23874,28,Schweiz,FC Sion,321,Dijon FCO,2969,Frankreich,ablösefrei
1208,16/17,Kay Voser,40140,29,Schweiz,FC Sion,321,FC Zürich,260,Schweiz,ablösefrei
1209,16/17,Bence Mervó,324147,21,Ungarn,FC Sion,321,DAC Dunajska Streda,4529,Slowakei,ablösefrei
1210,16/17,Martin Zeman,62570,27,Tschechien,FC Sion,321,FC Viktoria Pilsen,941,Tschechien,?
1211,16/17,Ebenezer Assifuah,262558,23,Ghana,FC Sion,321,AC Le Havre,738,Frankreich,?
1212,16/17,Seifedin Chabbi,106862,23,Österreich,FC St. Gallen 1879,257,SK Sturm Graz,122,Österreich,200 Tsd. €
1213,16/17,Daniel Dziwniel,103848,23,Polen,FC St. Gallen 1879,257,Zaglebie Lubin,168,Polen,100 Tsd. €
1214,16/17,Pascal Thrier,59244,31,Schweiz,FC St. Gallen 1879,257,FC Aarau,116,Schweiz,ablösefrei
1215,16/17,Mario Leitgeb,52821,28,Österreich,FC St. Gallen 1879,257,Wolfsberger AC,4441,Österreich,ablösefrei
1216,16/17,Florent Hanin,111811,26,Frankreich,FC St. Gallen 1879,257,CF Os Belenenses,68608,Portugal,ablösefrei
1217,16/17,Dzengis Cavusevic,68287,28,Slowenien,FC St. Gallen 1879,257,FC Zürich,260,Schweiz,ablösefrei
1218,16/17,Daniele Russo,33347,30,Schweiz,FC St. Gallen 1879,257,FC Winterthur,242,Schweiz,ablösefrei
1219,16/17,Marco Mathys,30125,28,Schweiz,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,ablösefrei
1220,16/17,Ilija Ivic,166053,24,Kroatien,FC St. Gallen 1879,257,FC Chiasso,510,Schweiz,ablösefrei
1221,16/17,Batuhan Karadeniz,52270,25,Türkei,FC St. Gallen 1879,257,Sanliurfaspor,6630,Türkei,ablösefrei
1222,16/17,Nicolas Lüchinger,183260,21,Schweiz,FC St. Gallen 1879,257,FC Sion,321,Schweiz,ablösefrei
1223,16/17,Geoffrey Tréand,43684,30,Frankreich,FC St. Gallen 1879,257,FC Aarau,116,Schweiz,ablösefrei
1224,16/17,Albert Bunjaku,19194,33,Kosovo,FC St. Gallen 1879,257,FC Erzgebirge Aue,94,Deutschland,?
1225,16/17,Roman Buess,111430,23,Schweiz,FC Thun,938,FC St. Gallen 1879,257,Schweiz,"1,30 Mio. €"
1226,16/17,Ridge Munsy,51497,26,Schweiz,FC Thun,938,Grasshopper Club Zürich,504,Schweiz,750 Tsd. €
1227,16/17,Gonzalo Zárate,52731,31,Argentinien,FC Thun,938,FC Vaduz,163,Schweiz,ablösefrei
1228,16/17,Fulvio Sulmoni,33351,30,Schweiz,FC Thun,938,FC Lugano,2790,Schweiz,ablösefrei
1229,16/17,Sandro Wieser,130227,23,Liechtenstein,FC Thun,938,FC Reading,1032,England,ablösefrei
1230,16/17,Andreas Wittwer,91879,25,Schweiz,FC Thun,938,FC St. Gallen 1879,257,Schweiz,?
1231,16/17,Pascal Schürpf,65290,27,Schweiz,FC Vaduz,163,FC Luzern,434,Schweiz,380 Tsd. €
1232,16/17,Manuel Sutter,59140,25,Österreich,FC Vaduz,163,FC Winterthur,242,Schweiz,100 Tsd. €
1233,16/17,Florian Stahel,21462,31,Schweiz,FC Vaduz,163,FC Wohlen,1978,Schweiz,ablösefrei
1234,16/17,Oliver Klaus,86790,26,Liechtenstein,FC Vaduz,163,BSC Old Boys,2016,Schweiz,ablösefrei
1235,16/17,Yuya Kubo,186260,23,Japan,BSC Young Boys,452,KAA Gent,157,Belgien,"3,50 Mio. €"
1236,16/17,Florent Hadergjonaj,238809,22,Kosovo,BSC Young Boys,452,FC Ingolstadt 04,4795,Deutschland,"2,00 Mio. €"
1237,16/17,Moreno Costanzo,41207,28,Schweiz,BSC Young Boys,452,FC Vaduz,163,Schweiz,300 Tsd. €
1238,16/17,Samuel Afum,158008,25,Ghana,BSC Young Boys,452,Wadi Degla FC,18234,Ägypten,ablösefrei
1239,16/17,Raphaël Nuzzolo,32574,32,Schweiz,BSC Young Boys,452,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1240,16/17,Milan Vilotic,46707,30,Serbien,BSC Young Boys,452,Grasshopper Club Zürich,504,Schweiz,?
1241,16/17,Scott Sutter,34520,30,Schweiz,BSC Young Boys,452,Orlando City SC,45604,Vereinigte Staaten,?
1242,17/18,Manuel Akanji,284730,22,Schweiz,FC Basel 1893,26,Borussia Dortmund,16,Deutschland,"21,50 Mio. €"
1243,17/18,Renato Steffen,194638,26,Schweiz,FC Basel 1893,26,VfL Wolfsburg,82,Deutschland,"1,75 Mio. €"
1244,17/18,Jean-Paul Boëtius,182574,23,Niederlande,FC Basel 1893,26,Feyenoord Rotterdam,234,Niederlande,"1,50 Mio. €"
1245,17/18,Andraz Sporar,179860,23,Slowenien,FC Basel 1893,26,Slovan Bratislava,540,Slowakei,600 Tsd. €
1246,17/18,Marc Janko,8073,34,Österreich,FC Basel 1893,26,AC Sparta Prag,197,Tschechien,ablösefrei
1247,17/18,Nicolas Hunziker,184193,21,Schweiz,FC Basel 1893,26,FC Thun,938,Schweiz,ablösefrei
1248,17/18,Daniel Höegh,99100,26,Dänemark,FC Basel 1893,26,SC Heerenveen,306,Niederlande,ablösefrei
1249,17/18,Adama Traoré,70209,27,Elfenbeinküste,FC Basel 1893,26,Göztepe,1467,Türkei,?
1250,17/18,Caio,27410,31,Brasilien,Grasshopper Club Zürich,504,Maccabi Haifa,1064,Israel,500 Tsd. €
1251,17/18,Noah Loosli,265209,21,Schweiz,Grasshopper Club Zürich,504,FC Lausanne-Sport,527,Schweiz,470 Tsd. €
1252,17/18,Manuel Kubli,213160,22,Schweiz,Grasshopper Club Zürich,504,FC Rapperswil-Jona,8463,Schweiz,ablösefrei
1253,17/18,Joël Mall,78868,26,Schweiz,Grasshopper Club Zürich,504,SV Darmstadt 98,105,Deutschland,ablösefrei
1254,17/18,Haris Tabakovic,203123,23,Schweiz,Grasshopper Club Zürich,504,Debreceni VSC,84,Ungarn,ablösefrei
1255,17/18,Semir Music,166694,22,Bosnien-Herzegowina,Grasshopper Club Zürich,504,FK Sloboda Tuzla,5405,Bosnien-Herzegowina,ablösefrei
1256,17/18,Mergim Brahimi,159706,25,Kosovo,Grasshopper Club Zürich,504,Panionios Athen,169,Griechenland,ablösefrei
1257,17/18,Jan Bamert,289875,19,Schweiz,Grasshopper Club Zürich,504,FC Sion,321,Schweiz,?
1258,17/18,Musa Araz,147037,23,Schweiz,FC Lausanne-Sport,527,Konyaspor,2293,Türkei,210 Tsd. €
1259,17/18,Marcus Diniz,56621,29,Brasilien,FC Lausanne-Sport,527,Ironi Kiryat Shmona,6028,Israel,ablösefrei
1260,17/18,Jordan Lotomba,313094,18,Schweiz,FC Lausanne-Sport,527,BSC Young Boys,452,Schweiz,ablösefrei
1261,17/18,Taye Taiwo,28922,32,Nigeria,FC Lausanne-Sport,527,AFC Eskilstuna,8877,Schweden,ablösefrei
1262,17/18,Dany Da Silva,169372,24,Schweiz,FC Lausanne-Sport,527,Yverdon Sport FC,322,Schweiz,ablösefrei
1263,17/18,Juan Esnáider,316503,25,Spanien,FC Lausanne-Sport,527,Mérida AD,46854,Spanien,ablösefrei
1264,17/18,Jetmir Krasniqi,284691,22,Kosovo,FC Lausanne-Sport,527,FC Chiasso,510,Schweiz,ablösefrei
1265,17/18,Ali Kabacalman,316613,22,Schweiz,FC Lausanne-Sport,527,FC Chiasso,510,Schweiz,?
1266,17/18,Samuele Campo,183446,22,Schweiz,FC Lausanne-Sport,527,FC Basel 1893,26,Schweiz,?
1267,17/18,Nassim Ben Khalifa,74288,25,Schweiz,FC Lausanne-Sport,527,FC St. Gallen 1879,257,Schweiz,?
1268,17/18,Marco Delley,68452,29,Schweiz,FC Lausanne-Sport,527,Neuchâtel Xamax FCS,625,Schweiz,?
1269,17/18,Gabriel Torres,74532,29,Panama,FC Lausanne-Sport,527,Huachipato FC,6368,Chile,?
1270,17/18,David Hrubik,413086,20,Serbien,FC Lausanne-Sport,527,FK Macva Sabac,4657,Serbien,?
1271,17/18,Kwang-ryong Pak,181882,24,Nordkorea,FC Lausanne-Sport,527,SKN St. Pölten,2662,Österreich,?
1272,17/18,Olivier Custodio,183312,22,Schweiz,FC Lausanne-Sport,527,FC Luzern,434,Schweiz,?
1273,17/18,Xavier Tomas,76297,31,Frankreich,FC Lausanne-Sport,527,Hamilton Academical FC,2999,Schottland,?
1274,17/18,Ming-Yang Yang,184382,21,Schweiz,FC Lausanne-Sport,527,FC Winterthur,242,Schweiz,?
1275,17/18,Ezgjan Alioski,129604,25,Nordmazedonien,FC Lugano,2790,Leeds United,399,England,"2,50 Mio. €"
1276,17/18,Cristian Andreoni,273126,25,Italien,FC Lugano,2790,Bassano Virtus 55 ST,9690,Italien,ablösefrei
1277,17/18,Karim Rossi,183152,23,Schweiz,FC Lugano,2790,SC Cambuur Leeuwarden,133,Niederlande,ablösefrei
1278,17/18,Antoine Rey,33056,30,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1279,17/18,Radomir Milosavljevic,145339,25,Serbien,FC Lugano,2790,AE Larisa,4603,Griechenland,ablösefrei
1280,17/18,Antonini Culina,95745,25,Kroatien,FC Lugano,2790,Cracovia,5689,Polen,ablösefrei
1281,17/18,Dominik Kovacic,258898,24,Kroatien,FC Lugano,2790,FC Sheriff Tiraspol,2481,Moldawien,ablösefrei
1282,17/18,Orlando Urbano,39687,33,Italien,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1283,17/18,Ofir Mizrahi,252875,23,Israel,FC Lugano,2790,Maccabi Haifa,1064,Israel,ablösefrei
1284,17/18,Simone Belometti,192607,21,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,?
1285,17/18,Markus Neumayr,3391,31,Deutschland,FC Luzern,434,Kasimpasa,10484,Türkei,250 Tsd. €
1286,17/18,Reto Ziegler,9915,31,Schweiz,FC Luzern,434,FC Dallas,8816,Vereinigte Staaten,ablösefrei
1287,17/18,François Affolter,87268,26,Schweiz,FC Luzern,434,San Jose Earthquakes,218,Vereinigte Staaten,ablösefrei
1288,17/18,Olivier Kleiner,192641,21,Schweiz,FC Luzern,434,FC Wohlen,1978,Schweiz,ablösefrei
1289,17/18,Luka Sliskovic,262270,22,Schweiz,FC Luzern,434,FC Winterthur,242,Schweiz,ablösefrei
1290,17/18,Tomislav Puljic,45829,34,Kroatien,FC Luzern,434,FC Vaduz,163,Schweiz,ablösefrei
1291,17/18,Ricardo Costa,9819,36,Portugal,FC Luzern,434,CD Tondela,7179,Portugal,ablösefrei
1292,17/18,Sally Sarr,99682,31,Mauretanien,FC Luzern,434,Servette FC,61,Schweiz,ablösefrei
1293,17/18,Nicolas Haas,192638,21,Schweiz,FC Luzern,434,Atalanta Bergamo,800,Italien,ablösefrei
1294,17/18,Marco Schneuwly,21625,32,Schweiz,FC Luzern,434,FC Sion,321,Schweiz,?
1295,17/18,Chadrac Akolo,247459,22,DR Kongo,FC Sion,321,VfB Stuttgart,79,Deutschland,"6,00 Mio. €"
1296,17/18,Moussa Konaté,192774,24,Senegal,FC Sion,321,Amiens SC,1416,Frankreich,"3,50 Mio. €"
1297,17/18,Léo Itaperuna,57503,28,Brasilien,FC Sion,321,FC Aarau,116,Schweiz,ablösefrei
1298,17/18,Ahmet Özcan,240356,22,Schweiz,FC Sion,321,Real Balompédica Linense ,12605,Spanien,ablösefrei
1299,17/18,Nicolas Lüchinger,183260,22,Schweiz,FC Sion,321,FC St. Gallen 1879,257,Schweiz,ablösefrei
1300,17/18,Veroljub Salatic,9934,31,Schweiz,FC Sion,321,FK Ufa,28095,Russland,ablösefrei
1301,17/18,Pa Modou,66449,27,Gambia,FC Sion,321,FC Zürich,260,Schweiz,ablösefrei
1302,17/18,Daniel Follonier,194978,23,Schweiz,FC Sion,321,FC Luzern,434,Schweiz,?
1303,17/18,Joao Castanheira,287490,19,Schweiz,FC Sion,321,Servette FC,61,Schweiz,?
1304,17/18,Geoffrey Mujangi Bia,45455,27,Belgien,FC Sion,321,Kayserispor,3205,Türkei,?
1305,17/18,Albian Ajeti,195906,20,Schweiz,FC St. Gallen 1879,257,FC Basel 1893,26,Schweiz,"1,39 Mio. €"
1306,17/18,Mario Mutsch,40878,32,Luxemburg,FC St. Gallen 1879,257,FC Progrès Niederkorn,12346,Luxemburg,ablösefrei
1307,17/18,Steven Lang,59080,29,Schweiz,FC St. Gallen 1879,257,Servette FC,61,Schweiz,ablösefrei
1308,17/18,Lucas Cueto,232376,21,Deutschland,FC St. Gallen 1879,257,Preußen Münster,91,Deutschland,ablösefrei
1309,17/18,Kofi Schulz,192539,28,Deutschland,FC St. Gallen 1879,257,FC Winterthur,242,Schweiz,ablösefrei
1310,17/18,Michael Scherrer,282484,22,Schweiz,FC St. Gallen 1879,257,SC Brühl SG,13544,Schweiz,ablösefrei
1311,17/18,Martin Angha,122695,23,Schweiz,FC St. Gallen 1879,257,FC Sion,321,Schweiz,ablösefrei
1312,17/18,Gjelbrim Taipi,190459,25,Kosovo,FC St. Gallen 1879,257,Grasshopper Club Zürich,504,Schweiz,?
1313,17/18,Roy Gelmi,282520,22,Schweiz,FC St. Gallen 1879,257,FC Thun,938,Schweiz,?
1314,17/18,Simone Rapp,154635,25,Schweiz,FC Thun,938,FC Lausanne-Sport,527,Schweiz,"1,00 Mio. €"
1315,17/18,Gianluca Frontino,59036,27,Schweiz,FC Thun,938,FC Winterthur,242,Schweiz,ablösefrei
1316,17/18,Nicolas Schindelholz,65287,29,Schweiz,FC Thun,938,FC Luzern,434,Schweiz,ablösefrei
1317,17/18,Christian Fassnacht,250490,23,Schweiz,FC Thun,938,BSC Young Boys,452,Schweiz,ablösefrei
1318,17/18,Enrico Schirinzi,33348,32,Schweiz,FC Thun,938,FC Vaduz,163,Schweiz,ablösefrei
1319,17/18,Lotem Zino,201169,25,Israel,FC Thun,938,Maccabi Petah Tikva,3785,Israel,ablösefrei
1320,17/18,Joël Geissmann,167188,24,Schweiz,FC Thun,938,FC Lausanne-Sport,527,Schweiz,?
1321,17/18,Norman Peyretti,278365,23,Frankreich,FC Thun,938,FC Aarau,116,Schweiz,?
1322,17/18,Denis Zakaria,334526,20,Schweiz,BSC Young Boys,452,Borussia Mönchengladbach,18,Deutschland,"12,00 Mio. €"
1323,17/18,Yvon Mvogo,147051,23,Schweiz,BSC Young Boys,452,RasenBallsport Leipzig,23826,Deutschland,"5,00 Mio. €"
1324,17/18,Yoric Ravet,82461,27,Frankreich,BSC Young Boys,452,SC Freiburg,60,Deutschland,"3,50 Mio. €"
1325,17/18,Jan Lecjaks,62854,26,Tschechien,BSC Young Boys,452,GNK Dinamo Zagreb,419,Kroatien,500 Tsd. €
1326,17/18,Michael Frey,147043,22,Schweiz,BSC Young Boys,452,FC Zürich,260,Schweiz,400 Tsd. €
1327,17/18,Milan Gajic,46928,30,Serbien,BSC Young Boys,452,FC Vaduz,163,Schweiz,ablösefrei
1328,17/18,Alain Rochat,4843,34,Schweiz,BSC Young Boys,452,FC Lausanne-Sport,527,Schweiz,?
1329,17/18,Alexander Gerndt,45881,31,Schweden,BSC Young Boys,452,FC Lugano,2790,Schweiz,?
1330,17/18,Sven Joss,203115,23,Schweiz,BSC Young Boys,452,FC Thun,938,Schweiz,?
1331,17/18,Moussa Koné,364239,21,Senegal,FC Zürich,260,SG Dynamo Dresden,129,Deutschland,"2,16 Mio. €"
1332,17/18,Armando Sadiku,140082,26,Albanien,FC Zürich,260,Legia Warschau,255,Polen,750 Tsd. €
1333,17/18,Burim Kukeli,65418,33,Albanien,FC Zürich,260,FC Sion,321,Schweiz,200 Tsd. €
1334,17/18,Oliver Buff,107785,24,Schweiz,FC Zürich,260,Real Saragossa ,142,Spanien,ablösefrei
1335,17/18,Dzengis Cavusevic,68287,30,Slowenien,FC Zürich,260,Adelaide United,875,Australien,ablösefrei
1336,17/18,Ivan Kecojevic,69005,29,Montenegro,FC Zürich,260,FC Cádiz,2687,Spanien,ablösefrei
1337,17/18,Artem Simonyan,235349,22,Armenien,FC Zürich,260,FC Alashkert Erewan,37914,Armenien,ablösefrei
1338,17/18,Mike Kleiber,165517,24,Schweiz,FC Zürich,260,FC Rapperswil-Jona,8463,Schweiz,ablösefrei
1339,17/18,Kay Voser,40140,31,Schweiz,FC Zürich,260,Charlotte Independence,46717,Vereinigte Staaten,?
1340,18/19,Mohamed Elyounoussi,186644,23,Norwegen,FC Basel 1893,26,FC Southampton,180,England,"18,00 Mio. €"
1341,18/19,Tomas Vaclik,64000,29,Tschechien,FC Basel 1893,26,FC Sevilla,368,Spanien,"6,00 Mio. €"
1342,18/19,Michael Lang,51346,27,Schweiz,FC Basel 1893,26,Borussia Mönchengladbach,18,Deutschland,"2,80 Mio. €"
1343,18/19,Alexander Fransson,238056,24,Schweden,FC Basel 1893,26,IFK Norrköping,2844,Schweden,"1,00 Mio. €"
1344,18/19,Cedric Itten,243856,21,Schweiz,FC Basel 1893,26,FC St. Gallen 1879,257,Schweiz,430 Tsd. €
1345,18/19,Omar Gaber,144340,26,Ägypten,FC Basel 1893,26,Los Angeles FC,51828,Vereinigte Staaten,300 Tsd. €
1346,18/19,Davide Callà,4774,33,Schweiz,FC Basel 1893,26,FC Winterthur,242,Schweiz,ablösefrei
1347,18/19,Mirko Salvi,147027,24,Schweiz,FC Basel 1893,26,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1348,18/19,Dereck Kutesa,237669,20,Angola,FC Basel 1893,26,FC St. Gallen 1879,257,Schweiz,?
1349,18/19,Souleyman Doumbia,296356,22,Elfenbeinküste,Grasshopper Club Zürich,504,FC Stade Rennes,273,Frankreich,"3,00 Mio. €"
1350,18/19,Valon Fazliu,98167,22,Schweiz,Grasshopper Club Zürich,504,FC Lugano,2790,Schweiz,300 Tsd. €
1351,18/19,Florian Kamberi,284020,23,Albanien,Grasshopper Club Zürich,504,Hibernian FC,903,Schottland,130 Tsd. €
1352,18/19,Milan Vilotic,46707,31,Serbien,Grasshopper Club Zürich,504,FC St. Gallen 1879,257,Schweiz,ablösefrei
1353,18/19,Nabil Bahoui,93184,28,Schweden,Grasshopper Club Zürich,504,De Graafschap Doetinchem,642,Niederlande,ablösefrei
1354,18/19,Jeffrén,53309,31,Venezuela,Grasshopper Club Zürich,504,AEK Larnaka,2156,Zypern,ablösefrei
1355,18/19,Nemanja Antonov,171062,23,Serbien,Grasshopper Club Zürich,504,Royal Excel Mouscron (-2022),29228,Belgien,ablösefrei
1356,18/19,Vaso Vasic,68030,28,Serbien,Grasshopper Club Zürich,504,Apollon Smyrnis,441,Griechenland,ablösefrei
1357,18/19,Arijan Qollaku,265258,21,Albanien,Grasshopper Club Zürich,504,FC Schaffhausen,1277,Schweiz,ablösefrei
1358,18/19,Alban Pnishi,128054,27,Kosovo,Grasshopper Club Zürich,504,Ihud Bnei Sachnin,4769,Israel,ablösefrei
1359,18/19,Numa Lavanchy,147501,25,Schweiz,Grasshopper Club Zürich,504,FC Lugano,2790,Schweiz,?
1360,18/19,Assan Ceesay,388382,24,Gambia,FC Lugano,2790,FC Zürich,260,Schweiz,"1,80 Mio. €"
1361,18/19,Vladimir Golemic,169841,27,Serbien,FC Lugano,2790,FC Crotone,4083,Italien,760 Tsd. €
1362,18/19,Stanley Amuzie,422851,22,Nigeria,FC Lugano,2790,NK Aluminij Kidricevo,11033,Slowenien,ablösefrei
1363,18/19,Luca Crescenzi,127224,26,Italien,FC Lugano,2790,FC Pro Vercelli 1892,26789,Italien,ablösefrei
1364,18/19,Silvano Schäppi,147055,24,Schweiz,FC Lugano,2790,FC Wil 1900,850,Schweiz,ablösefrei
1365,18/19,Bruno Martignoni,109715,25,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1366,18/19,Davide Mariani,107790,27,Schweiz,FC Lugano,2790,Levski Sofia,156,Bulgarien,ablösefrei
1367,18/19,Andrea Padula,334665,22,Italien,FC Lugano,2790,FC Chiasso,510,Schweiz,?
1368,18/19,Steve Rouiller,88404,27,Schweiz,FC Lugano,2790,Servette FC,61,Schweiz,?
1369,18/19,Joël Kiassumbua,111423,26,DR Kongo,FC Lugano,2790,Servette FC,61,Schweiz,?
1370,18/19,Emerson Crepaldi,537405,20,Brasilien,FC Lugano,2790,Gil Vicente FC,2424,Portugal,?
1371,18/19,Jonas Omlin,247915,24,Schweiz,FC Luzern,434,FC Basel 1893,26,Schweiz,"2,00 Mio. €"
1372,18/19,Nicolas Schindelholz,65287,30,Schweiz,FC Luzern,434,FC Aarau,116,Schweiz,ablösefrei
1373,18/19,Hekuran Kryeziu,168979,25,Kosovo,FC Luzern,434,FC Zürich,260,Schweiz,ablösefrei
1374,18/19,João Oliveira,195911,22,Schweiz,FC Luzern,434,FC Lausanne-Sport,527,Schweiz,?
1375,18/19,Elvis Bratanovic,131972,25,Slowenien,Neuchâtel Xamax FCS,625,FC Sursee,19799,Schweiz,ablösefrei
1376,18/19,Bruno Mota,369283,23,Brasilien,Neuchâtel Xamax FCS,625,AOK Kerkyra,5219,Griechenland,ablösefrei
1377,18/19,Marco Delley,68452,29,Schweiz,Neuchâtel Xamax FCS,625,FC Stade Nyonnais,5507,Schweiz,ablösefrei
1378,18/19,Steve Lawson,446767,24,Togo,Neuchâtel Xamax FCS,625,Livingston FC,1241,Schottland,ablösefrei
1379,18/19,Hamed Koné,149072,31,Elfenbeinküste,Neuchâtel Xamax FCS,625,KF Feronikeli Drenas,34429,Kosovo,ablösefrei
1380,18/19,Léo Farine,311687,22,Schweiz,Neuchâtel Xamax FCS,625,AC Bellinzona,2047,Schweiz,?
1381,18/19,Matheus Cunha,517894,19,Brasilien,FC Sion,321,RasenBallsport Leipzig,23826,Deutschland,"15,00 Mio. €"
1382,18/19,Federico Dimarco,198116,20,Italien,FC Sion,321,Inter Mailand,46,Italien,"5,00 Mio. €"
1383,18/19,Elsad Zverotic,25542,31,Montenegro,FC Sion,321,FC Aarau,116,Schweiz,ablösefrei
1384,18/19,Marco Schneuwly,21625,33,Schweiz,FC Sion,321,FC Aarau,116,Schweiz,ablösefrei
1385,18/19,Pedro Ramírez,308812,25,Venezuela,FC Sion,321,FC Riga,48325,Lettland,ablösefrei
1386,18/19,Ilombe Mboyo,96227,31,Belgien,FC Sion,321,KV Kortrijk,601,Belgien,ablösefrei
1387,18/19,Grégory Karlen,183447,23,Schweiz,FC Sion,321,FC Thun,938,Schweiz,?
1388,18/19,Jasper van der Werff,322519,19,Schweiz,FC St. Gallen 1879,257,Red Bull Salzburg,409,Österreich,800 Tsd. €
1389,18/19,Marco Aratore,86788,27,Schweiz,FC St. Gallen 1879,257,Ural Ekaterinburg,11127,Russland,650 Tsd. €
1390,18/19,Danijel Aleksic,48119,27,Serbien,FC St. Gallen 1879,257,Yeni Malatyaspor,19789,Türkei,130 Tsd. €
1391,18/19,Nzuzi Toko,68004,27,DR Kongo,FC St. Gallen 1879,257,Al-Fateh,27221,Saudi-Arabien,ablösefrei
1392,18/19,Kekuta Manneh,253053,24,Vereinigte Staaten,FC St. Gallen 1879,257,FC Cincinnati,51772,Vereinigte Staaten,ablösefrei
1393,18/19,Noah Blasucci,396361,19,Schweiz,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,?
1394,18/19,Stjepan Kukuruzovic,68655,29,Kroatien,FC St. Gallen 1879,257,FC Lausanne-Sport,527,Schweiz,?
1395,18/19,Peter Tschernegg,85793,26,Österreich,FC St. Gallen 1879,257,TSV Hartberg,4467,Österreich,?
1396,18/19,Roman Buess,111430,26,Schweiz,FC St. Gallen 1879,257,FC Lausanne-Sport,527,Schweiz,?
1397,18/19,Sandro Lauper,254965,21,Schweiz,FC Thun,938,BSC Young Boys,452,Schweiz,"1,50 Mio. €"
1398,18/19,Ivan Markovic,308785,21,Schweiz,FC Thun,938,FC Naters Oberwallis,5496,Schweiz,ablösefrei
1399,18/19,Felix Hornung,311450,21,Schweiz,FC Thun,938,FC Breitenrain,17574,Schweiz,?
1400,18/19,Mickaël Facchinetti,79392,27,Schweiz,FC Thun,938,APOEL Nikosia,2784,Zypern,?
1401,18/19,Kasim Adams,263801,23,Ghana,BSC Young Boys,452,TSG 1899 Hoffenheim,533,Deutschland,"8,00 Mio. €"
1402,18/19,Sékou Sanogo,173656,29,Elfenbeinküste,BSC Young Boys,452,Al-Ittihad Club (Dschidda),8023,Saudi-Arabien,"7,00 Mio. €"
1403,18/19,Leonardo Bertone,194975,24,Schweiz,BSC Young Boys,452,FC Cincinnati,51772,Vereinigte Staaten,"1,75 Mio. €"
1404,18/19,Marco Bürki,172192,24,Schweiz,BSC Young Boys,452,SV Zulte Waregem,3508,Belgien,ablösefrei
1405,18/19,Raphael Dwamena,254290,22,Ghana,FC Zürich,260,UD Levante,3368,Spanien,"6,20 Mio. €"
1406,18/19,Michael Frey,147043,24,Schweiz,FC Zürich,260,Fenerbahce,36,Türkei,"2,64 Mio. €"
1407,18/19,Victor Pálsson,97241,27,Island,FC Zürich,260,SV Darmstadt 98,105,Deutschland,300 Tsd. €
1408,18/19,Rasmus Thelander,129092,26,Dänemark,FC Zürich,260,Vitesse Arnheim,499,Niederlande,250 Tsd. €
1409,18/19,Cédric Brunner,147038,24,Schweiz,FC Zürich,260,Arminia Bielefeld,10,Deutschland,ablösefrei
1410,18/19,Gilles Yapi,13105,36,Elfenbeinküste,FC Zürich,260,FC Basel 1893 U21,5299,Schweiz,ablösefrei
1411,18/19,Roberto Rodriguez,68021,28,Schweiz,FC Zürich,260,KFC Uerdingen 05,95,Deutschland,?
1412,19/20,Albian Ajeti,195906,22,Schweiz,FC Basel 1893,26,West Ham United,379,England,"11,30 Mio. €"
1413,19/20,Noah Okafor,346890,19,Schweiz,FC Basel 1893,26,Red Bull Salzburg,409,Österreich,"11,20 Mio. €"
1414,19/20,Éder Balanta,265127,26,Kolumbien,FC Basel 1893,26,FC Brügge,2282,Belgien,"2,40 Mio. €"
1415,19/20,Robin Huser,243873,21,Schweiz,FC Basel 1893,26,FC Chiasso,510,Schweiz,ablösefrei
1416,19/20,Marek Suchy,34542,31,Tschechien,FC Basel 1893,26,FC Augsburg,167,Deutschland,ablösefrei
1417,19/20,Martin Hansen,45601,29,Dänemark,FC Basel 1893,26,Strømsgodset IF,2817,Norwegen,ablösefrei
1418,19/20,Neftali Manzambi,211453,22,Schweiz,FC Basel 1893,26,Sporting Gijón,2448,Spanien,?
1419,19/20,Pedro Pacheco,290508,22,Portugal,FC Basel 1893,26,Amarante FC,7789,Portugal,?
1420,19/20,Gezim Pepsi,342825,21,Kosovo,FC Basel 1893,26,FC Winterthur,242,Schweiz,?
1421,19/20,Carlinhos Junior,265666,25,Brasilien,FC Lugano,2790,Shimizu S-Pulse,1062,Japan,"1,80 Mio. €"
