,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme,Ligahöhe
1768,13/14,Pavel Cmovs,95793,23,Tschechien,NEC Nijmegen,467,Levski Sofia,156,Bulgarien,0,
1769,13/14,Geert Arend Roorda,55758,25,Niederlande,NEC Nijmegen,467,Sparta Rotterdam,468,Niederlande,0,2.Liga
1770,13/14,Nathaniel Will,45542,24,Niederlande,NEC Nijmegen,467,De Graafschap Doetinchem,642,Niederlande,0,2.Liga
1771,13/14,Kelle Roos,123503,21,Niederlande,NEC Nijmegen,467,RKSV Nuenen,21966,Niederlande,0,
1772,13/14,Caifano Latupeirissa,153390,22,Niederlande,NEC Nijmegen,467,JVC Cuijk,4793,Niederlande,0,3.Liga
1773,13/14,Khalid Sinouh,4487,38,Marokko,NEC Nijmegen,467,Sparta Rotterdam,468,Niederlande,0,2.Liga
1774,13/14,Nick van der Velden,24819,31,Niederlande,NEC Nijmegen,467,FC Groningen,202,Niederlande,0,1.Liga
1775,13/14,Danny van den Meiracker,131238,24,Niederlande,NEC Nijmegen,467,FC Oss,1228,Niederlande,0,2.Liga
1776,13/14,Leroy George,49591,26,Niederlande,NEC Nijmegen,467,Qarabağ FK,10625,Aserbaidschan,0,1.Liga
1777,13/14,Gábor Babos,3395,38,Ungarn,NEC Nijmegen,467,NAC Breda,132,Niederlande,0,1.Liga
1778,13/14,Rémy Amieux,125693,26,Frankreich,NEC Nijmegen,467,RKC Waalwijk,235,Niederlande,0,1.Liga
1779,13/14,Kevin Wattamaleo,33363,24,Niederlande,NEC Nijmegen,467,FC Volendam,724,Niederlande,0,2.Liga
1780,13/14,Rick ten Voorde,99517,22,Niederlande,NEC Nijmegen,467,SC Paderborn 07,127,Deutschland,0,2.Liga
1781,13/14,Sanharib Malki,20351,29,Syrien,Roda JC Kerkrade,192,Kasimpasa,10484,Türkei,1500000 ,1.Liga
1782,13/14,Mikolaj Lebedynski,118428,22,Polen,Roda JC Kerkrade,192,BK Häcken,1109,Schweden,0,1.Liga
1783,13/14,Rob Wielaert,4519,34,Niederlande,Roda JC Kerkrade,192,Melbourne Heart FC,25580,Australien,0,1.Liga
1784,13/14,Jimmy Hempte,13743,31,Belgien,Roda JC Kerkrade,192,KV Oostende,2861,Belgien,0,1.Liga
1785,13/14,Tamás Kádár,64313,23,Ungarn,Roda JC Kerkrade,192,Diósgyőri VTK,9241,Ungarn,0,
1786,13/14,Yuri Rose,18014,34,Niederlande,SC Cambuur Leeuwarden,133,Ajax Amsterdam Amateure,11495,Niederlande,0,
1787,13/14,Leon Broekhof,82926,25,Niederlande,SC Cambuur Leeuwarden,133,FC Emmen,1283,Niederlande,0,2.Liga
1788,13/14,Ruud Swinkels,115396,26,Niederlande,SC Cambuur Leeuwarden,133,Willem II Tilburg,403,Niederlande,0,2.Liga
1789,13/14,Sicco Bouwer,120037,21,Niederlande,SC Cambuur Leeuwarden,133,VV Drachtster Boys,21822,Niederlande,0,
1790,13/14,Tim Bakens,12117,30,Niederlande,SC Cambuur Leeuwarden,133,De Graafschap Doetinchem,642,Niederlande,0,2.Liga
1791,13/14,Frits Dantuma,143832,20,Niederlande,SC Cambuur Leeuwarden,133,FC Emmen,1283,Niederlande,0,2.Liga
1792,13/14,Melvin de Leeuw,62157,25,Niederlande,SC Cambuur Leeuwarden,133,Ross County FC,2759,Schottland,0,1.Liga
1793,13/14,Ruud Wellenberg,175797,25,Niederlande,Go Ahead Eagles Deventer,1435,VV Berkum,18843,Niederlande,0,
1794,13/14,Maurice de Ruiter,273548,22,Niederlande,Go Ahead Eagles Deventer,1435,DVS '33 Ermelo,3569,Niederlande,0,
1795,13/14,Lion Kaak,129543,22,Niederlande,Go Ahead Eagles Deventer,1435,FC Valencia Mestalla,6182,Spanien,0,3.Liga
1796,13/14,Khalid Karami,191395,23,Niederlande,Go Ahead Eagles Deventer,1435,Excelsior Rotterdam,798,Niederlande,0,2.Liga
1797,13/14,Rico Wolven,76170,23,Niederlande,Go Ahead Eagles Deventer,1435,SV Spakenburg,10803,Niederlande,0,3.Liga
